spotify_id,name,artists,popularity
0wGbyS1tExQSwOYu6UceyE,SHADOW,"{'3ysIyoivMDpeqLg0VMRPQw': 'ONIMXRU', '5WOke44Ea57bHmJ3X0qluG': 'SMITHMANE'}",78
0R902FnwJO8kBZYvtpQLrL,YUM YUM,"{'5IpS1TN1Crp8Ym4zjiIrtK': 'LXNGVX', '0f1IECbrVV952unZkzrsg2': 'Mc Gw'}",79
72iyEnh9p6PoyJoEnAJDjO,DEMONS IN MY SOUL,"{'6yxKWJK7XtaOMK2j9FXqSC': 'SCXR SOUL', '0vX16aPLB5IGeyzFDHBm6T': 'Sx1nxwy'}",79
3TzPVU3jj6YdTunVdKimiQ,GHOST!,"{'3YNdAmDzM5zMbGYeaSCe6A': 'phonk.me', '3nLZDVpDU6RrQ9k98yHTKh': 'KIIXSHI'}",78
7mLWNwcvwRdEviz6SfYp8A,GigaChad Theme - Phonk House Version,{'0Zw2ivPEDptvMHwCXjhdRs': 'g3ox_em'},81
0dQZTgDVjsQfrp7VCTQqYm,MONTAGEM - MELODIA ENVOLVENTE 4,"{'7yp6KygcGbQwOJQcRszaZr': 'DJ Dudah', '1ZpSaxWCRK3n77MzhFVD3T': 'MC Vuiziki', '2ge1WtiBqengw0nAnq94Zo': 'MC Da 12'}",73
1IPHnu3hVkawJMzkP97tcm,Sleepwalker,"{'0zilOJ2Ze0FLrQ76cZQaoc': 'akiaura', '700c9Qz2z6HZKTumeliKAw': 'LONOWN', '31wcwYyqQIfZCtIzCY3R53': 'STM'}",79
0iUrxveyNUBfj0cqjYEijt,NEON BLADE,{'5ja9cfKWW8Zj9aloyK8WuY': 'MoonDeity'},78
3thB8qaxyKtLJ7ao1NpkRB,RAPTURE,{'5hKGLu4Ik88FzWcTPhWNTN': 'INTERWORLD'},78
3VvcKToPY3diGRjERt8NvD,Sea Of Problems,{'7xD76cR2sg2mAH29zBGnks': 'glichery'},80
2BH3j05ZXWr5PR30sW079d,Crystals,{'6awzrpxHXHtibHWUv86jVI': 'Isolate.exe'},77
7KmbiagSkUbepU88x7NWjb,Scopin,{'2W6WP4pHQTFlbr2z9S4n54': 'Kordhell'},76
6fazW2YcCSwJRdkoWls1FB,Brazilian Phonk Mano,"{'65FHTCI8EmW94W0TdWb8ja': 'Slowboy', '6D9zCyDfKoioQD2vYKxOdI': 'lucaf.', '6QwlKB1hO357wh5oNuuInl': 'Crazy Mano'}",78
5Sk39LuvdwuvL84jD01Dum,vendetta!,"{'7B9Gg9epjQzfNGdxijFczG': 'MUPP', '4UT0p3ljEiD472lZp44KLH': 'Sadfriendd'}",80
34lfu3S4fIcKZRNXzbdbo7,Live Another Day,{'2W6WP4pHQTFlbr2z9S4n54': 'Kordhell'},79
0G17UriYHMjXnZE2OJJSMR,SUNRISE (Slowed + Reverb),{'2rgcNuLkn8pPBdKZhjZ8Em': 'Xantesha'},75
2WzAAerBvZvvFXgUpSwHZ9,MIDNIGHT,"{'13itspgSHkUbOq03AhIyjS': 'PLAYAMANE', '3g0UoyvaTaHUrfpHiRqsD1': 'Nateki'}",77
6nqdgUTiWt4JbABDurkxMI,Sahara,{'0snouHYzOWSgxRBYMQsa3H': 'Hensonn'},77
4sVrOA0sytAzv102tnQmr7,RITMADINHA DANÇANTE,{'2tqbdiza6tmlpAtKUZwhnE': 'DJ GUDOG'},76
3CLSHJv5aUROAN2vfOyCOh,Close Eyes,{'0XFgyr4jwM0MGeZZW0VzA5': 'DVRST'},81
1r08AN9HcG09RsM5Ubf34W,MTG - PISTA TOMA,"{'54HaZmktN1cmdL8Ygdrmzz': 'RXDXVIL', '3QMpCp3GHiHXgnX1LldXWe': 'DJ FKU', '5LNzQAUKfB4tYoR1VcKkCx': 'John Bis.T'}",77
586x98q1tY2vlDlhN1BwQM,Mexican Phonk Eki,"{'1nccv1GNVkBdvsYi2FB5FB': 'NUEKI', '23P2mSsBpPkfR9fTrOc1a4': 'TOLCHONOV'}",76
6WyOuugKx4QEZl4PmIyT9G,DILATAÇÃO HIPNÓTICA 6.0,{'6DlWUEM6Qr9z6p6YAOLBDh': 'DJ FLG'},75
684yJVwS41anCimZla5jk9,The Automotivo Infernal 1.0 - Purple,"{'2hVynkZ4rWnOGXlwty42Rk': 'MRL', '0f1IECbrVV952unZkzrsg2': 'Mc Gw'}",75
3RlfkOE0lXMec08I6CaakR,YUMMI,"{'5IpS1TN1Crp8Ym4zjiIrtK': 'LXNGVX', '4ftc3UZdpRIPlQVWZRnEg4': 'YOUK3IV'}",77
2rCVGFo2htxWlkDwm3klAB,ultraphunk,"{'6uQKiJZQe4rjkMF0HxIGTl': 'dashie', '6P5L9HA8NpBlSx72fGpNBu': 'ISXRO', '6QwlKB1hO357wh5oNuuInl': 'Crazy Mano', '0ivrHNM8urVaCkgRX8rtKH': 'Mc Menor Do Alvorada'}",76
24f8BIfC3iOpKXiOlhrmQK,Ritmo Brutalismo,{'71q5DhoPQTmQ8JpwKOp1FZ': 'Xllie!'},53
4B8gtpBuEtU9XUizl6BK2W,WAKE UP!,{'5ja9cfKWW8Zj9aloyK8WuY': 'MoonDeity'},78
5Y4OwloGr9QSxZLZ5DXGte,Broken Trust,"{'3UxUktdCJsomjKqozWDWSu': 'SAY3AM', '0bb1EZkY7SlcGKU9e5T9DL': 'Staarz'}",74
6O4oKV3btLiEtOgEuplIUn,Override,{'2ElMqlv5py0QFIVXUff627': 'KSLV Noh'},75
5FX30idriKlEIRYTxpNf65,AVOID ME,{'0S1mAPM0pgJZil5FCqhQTX': 'KUTE'},75
73hsuKcpEGujnjA1z5RE2m,SOCA SOCA,{'0PDEn6fqo7VEhexzDok9Dl': 'shonci'},69
0zcvETeNHWNO050bqZAjOs,COWBELL GOTH,{'1pawMASwj4RTc1oB80un2X': 'DRAGONMANE'},71
0LDUzTvKVEla4L7GusNck2,POOR,{'5b62Fx0yQzdpnX9xkUjMnB': 'gqtis'},73
65YPiyiBBGQgqjiSG8jkvM,OneShot,{'5XD3dFUaYtaiBRrs7UbakO': 'msht'},73
1cQnwmwwUDB1G64mIi78O0,BACK2BACK,"{'4Tpbh6x3um360ffs5DUpgx': 'STRLGHT', '2n63EtoHVF4ZjplzJSzEr0': 'ROONIN'}",68
1cOOhtwpwDFIjsuZkp2KYJ,THE AUTOTREM 1.0,"{'3Cd3LHNXuJd9NudRiH1IxS': 'DJ RICK 013', '0f1IECbrVV952unZkzrsg2': 'Mc Gw'}",73
7bxyNLXYaEYaZTxAuQTHlD,TUCA DONKA,"{'6rzNFUmaEVnYb8kzh9tBTt': 'CURSEDEVIL', '3QMpCp3GHiHXgnX1LldXWe': 'DJ FKU', '3voCipmmrW5uF4EMA6aSbj': 'Skorde'}",82
2aHLWvUgwUnDRWYQjmYJPl,Montagem Coral,{'4J2LHP07P9VG5PQHZNFfjT': 'young god'},38
2YSBjsqZ2YxwwHi8xqf9ms,Oppa,"{'6IQCHQSopenTR9Tr9vIelQ': 'NECROLX', '4ftc3UZdpRIPlQVWZRnEg4': 'YOUK3IV', '65FHTCI8EmW94W0TdWb8ja': 'Slowboy'}",73
1tkHHqMZaVoNtQvC32Om8X,PSYCHO CRUISE,"{'3ysIyoivMDpeqLg0VMRPQw': 'ONIMXRU', '4o5PswOvXGSq0y5BqZTR9n': 'STRAWANGLE'}",73
6A3uNmMItYREVU0mKY84DO,AREAMATE MIZ,{'4C5EDmZfgkkSwUVFSvuUNP': 'Anar'},65
62ZAFyVwbc9f2M8qCW1qJr,MURDER PLOT,{'2W6WP4pHQTFlbr2z9S4n54': 'Kordhell'},74
2FtXfaiyJDRMoqXNLooqwU,Montagem Dilatação Hipnótica 5.0,"{'3LMb9Tf8kmQWdKoDmoQM29': 'DJ Crazy 013', '7tiJgTm0H2F1qtsjzVVWqB': 'Dj Gk7 Original', '6AGAWCe3ACpl0wPBgcmxEv': 'DJ Lipe Da Zn'}",66
4eDE92gbf1iKImxBIKS64V,COWBELL WARRIOR!,{'14uo609t1MvRGZcskySt9R': 'SXMPRA'},62
6hRvewF5MRAsqqxnNs3z2b,SUICIDE YEAR,"{'6agBXAcUugzO8DQTChZZrx': 'WEEDMANE', '3WaNZnwUPrpOIS5ZcIyjTO': 'Suicideyear'}",75
7FoanMQjdrrecBH8YiIti2,PHONKGASKAR,"{'55TpSGABb9xsmXHkqbv3ti': 'Rushex', '1OZskXcIcGU2L0RamW7Xa0': 'Jolixwery'}",70
7fuGHAXIjGGycKnIPlhG4L,NXSTY BLOOD,{'5gQXdVmzGuWYNiG1ZOFS7S': 'Wels'},72
1RDxavHcARHSsw46Mz2hbJ,One Chance,{'5ja9cfKWW8Zj9aloyK8WuY': 'MoonDeity'},75
1fdqbJTHS8cwGbHDU9YU9A,SIMPLE,"{'1nccv1GNVkBdvsYi2FB5FB': 'NUEKI', '23P2mSsBpPkfR9fTrOc1a4': 'TOLCHONOV'}",70
4mMEvkDeY56be4l7Itb5aZ,SMOKE IT OFF!,"{'1TTHC3GlNDaE5eVoC3BVxm': 'Lumi Athena', '0H942IkjXv9bjx5OxoG7kh': 'jnhygs'}",78
2Dp5Rqruog8SR6x7UtlIpY,9mm,"{'6n9sdNb7mWvVmARDT6ujnJ': 'Memphis Cult', '4WOeTZ6inhL1zz0u5v0Q8z': 'Groove Dealers', '5erVsKXNZIBRE5ePB50c7j': 'SPLYXER'}",74
7gl5qUaVpN6xOg4mkzGHSl,classical phonk,"{'5MQG067ASfGn0Cf1nE0S8g': '0to8', '5Uf6QGQDs3EqsxgiGR4O4f': 'madeinnline'}",71
0Kw4lElym53ZdiikZlr9ts,LEAVE 'EM,{'4PUbhYyuHOrbVt6SIA4QPG': 'NIVEK FFORHS'},63
6rm58LPjSArdS4zEHSKXDu,KAMI,{'3BxW2wyYPKUAlvmbOWxiDe': 'DR MØB'},75
7A9G0xZfgNVM17TvBysVzl,JUJALARIM FUNK,{'3Xd2WSaNywx5gn1pgRPFjF': 'Eternxlkz'},58
6jdwbcH788txYS6Doy1F1j,Step Back!,"{'3ZHU5AKrUmIPnCFfr82QER': '1nonly', '14uo609t1MvRGZcskySt9R': 'SXMPRA'}",77
29e4KOBzZDOX6qnpYbjwoW,Disaster,{'2ElMqlv5py0QFIVXUff627': 'KSLV Noh'},76
4Zf7vu8xsZeqOvel5fqyEK,Slapper - Fast & Furious: Drift Tape/Phonk Vol 1,"{'0XFgyr4jwM0MGeZZW0VzA5': 'DVRST', '1lpOgw56wZLDa8gaP6bSIs': 'Fast & Furious: The Fast Saga'}",70
0k9k2Mr1gR7zeSLiNAqimY,ALORS BRAZIL,{'2APh66XEiqOiDt3bKhBWmn': 'NONTHENSE'},72
6Seth37t5I69wFbuGFrsiG,REI DO BRASIL,{'3qycxIGAHj1KyoAQ6PGCO6': 'Seek'},75
2pIC8fTfWwGjbo31YyNtzT,RITMO DE TREINO,"{'1m8N1IE2yCPD2SCNpshEwe': 'YOUTHISENDING', '0Vxqvpm9tpZcz6d4egDtjX': 'MC PR', '7jqVVRFgBPvHWLnUwfRF6C': 'MC Pequeno Diamante'}",78
3xuOs8TPNwItkEYsApFEI2,TREINAMENTO DE FORÇA,{'31VaidRoI1NnHfyY8SxSL7': 'TRXVELER'},74
3F8ydJz1se1vIxZTRcRjIJ,PRINCE OF DARKNESS,"{'5ZzO786ViqgegCIoa28OPx': 'SHADXWBXRN', '2sADpsTiKjzV9DRVDMXAeN': 'ARCHEZ', '5UJkhYfIETGF5PMO0DT3aj': 'KXNVRA'}",73
5L7h1PCOF5lrX3e3v8sJAx,TIRED OF PROBLEMS,"{'1nccv1GNVkBdvsYi2FB5FB': 'NUEKI', '23P2mSsBpPkfR9fTrOc1a4': 'TOLCHONOV', '7xD76cR2sg2mAH29zBGnks': 'glichery'}",74
7E7YqRQZiASXIENrGYlpSU,DEUS DA GUERRA,"{'17O62eZOtm0vgSiCwDHHeO': '$pidxrs?808', '0Z7blIFif9IINMXYS3dTlG': 'LEGIXN', '5UKXrvmyouEgmvon7DwwzA': 'FXRCE'}",71
5KAwRUyeAky7zPyRkuuUl9,Montagem Game 196 e Nem Começou o Filme (feat. MC Morena de SP),"{'68sRe1jDgKyZ9bYjAvwEAz': 'DJ Blakes', '2Atu34xAie4Mum2NN3o4rG': 'DJ MK DA DZ7', '40LeQEFO0XM6PI09sYowjn': 'MC VN Cria', '7hZV3aaWoyCn6xQ40w9LQn': 'MC Morena de SP'}",69
54ggxbEopZwQ20zurJiHSD,help urself,{'3yRqd6IO6SamMAmnXwZKeU': 'HXI'},69
09m40hbfqNwnF5w2CbqIqt,Heavenly Key,{'7xD76cR2sg2mAH29zBGnks': 'glichery'},68
2G23H0snYYKYqRlyFvVObS,|BONKERS|,{'4UwArHrn7xxZleV0q6OzwI': 'staplegun'},70
4h3KlpOEXS6FxIpab6EKlf,INCOMING,{'2DXPtOc14uPVvK7qggj2a3': 'MC ORSEN'},72
1Y5MJnYsIi3Qlifvss4jPI,Twilight,{'1EnZjgGD81emhSdq6adEKt': 'GRAVECHILL'},74
1vKRuWNMzYKX2MxdQawM0N,HOJE EU VOU COMER NOVINHA 02,{'5x5QpMsxPAaMgm0bxQyKJC': 'DJ AG O GRINGO'},69
5nyZmmFT3guVqrRxSkt12C,PSYCHO FUNK,"{'5MUljcWL3VylwkBxs9xw0p': 'ICHIRO', '4hV3aU0WKvFaiX5ugXP5hp': 'MC MN', '3HIvqQ3TKSSqa5yef0Q3xR': 'MC 99'}",68
3bzkdI9iT7ygXbHMzl4rkB,Beat das Trevas [Slowed + Reverb],"{'7GwhJndjWpGB4APQOWpD22': 'DJ MENOR DA ZN', '7JM0ahYY9xjYeKVUf3Rauf': 'MC MTOODIO'}",70
1aqP9g3lLR8bpFtkCTm41N,ANUBIS,"{'0S1mAPM0pgJZil5FCqhQTX': 'KUTE', '24sVPKlhUfQ8rMyUg7qLUq': 'RAIZHELL'}",69
0SzDVyiiUDpuhzrphnoejr,North Memphis,{'6VlPp1wb53ANKMIwZPJfM0': 'Pharmacist'},69
1vyg1TIfJK409mLL6LaxeG,AUTOMOTIVO ANGELICAL V4,{'0Z3ZL2hmP2xyr3AyEx7kg2': 'DJ ZK3'},67
733RnlYLskyvWMhhzs70sy,TOKYO DRIFT,{'1KS3HFd7XL75m0ieoDhFvw': 'PRXSXNT FXTURE'},70
04cMUwER7r2VwqMCj4kYJ9,Devil Eyes,{'6nTTVtUnmZWlPju0qzX7Or': 'ZODIVK'},76
4oMyggIzClkOcCTvotFLkP,Why Not,{'5xegBBY3vjR75woVR9kiy7': 'Ghostface Playa'},75
0uLd2Bf1FBtBNQPsWIkpPG,Own Paradise,{'5H0EvN3WxKB6HaRpH7OY0z': 'LXAES'},72
4nyMoK6gePLzCJybQl4O2F,Mtg - Coração,"{'6U0dJxYVB41L8WDZ02Nwuk': 'Dj Samir', '7i7ddOIQP0uI3ktGxI0zkM': 'Fyex'}",67
2X1cIpDWE6nyBCde1iUBVM,Mtg Ensurdecência Estelar 1.0,"{'2YXKTfoEjKVzCNI0J6rHbQ': 'FR3ST', '0f1IECbrVV952unZkzrsg2': 'Mc Gw'}",71
6393p1eg8oyVrB4z5jck1L,TOMA FORÇA CARIOCA,"{'6jisxxsMSH9OExkRD3YkwG': 'Hussain Ali', '1DB5pMW7dF7wlBy15XhOoE': 'CXRRUPTION', '0SxD3ZSoGheh1nhp98gzEh': 'DJ Agi'}",57
658QJ4p8WcbT3O7iWLpO1D,Scary Garry,"{'3Tv1UzQAvn0v0hKTxisXnR': 'Kaito Shoma', '2ledyuziz6YjLK5Dw483Oc': 'DJ Paul', '5kkVPwCLmdkqaSQpptZtXj': 'Kingpin Skinny Pimp'}",72
4hx1w2XDXdS7w7cQ4NJxIj,Phonk Bachi Bachi,"{'0xj9MJx9r0wO2o4aqdergP': 'DJ TOPO', '6ugw7JCu0AG7txRcRAxU8d': 'Mc Rd'}",69
